"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Hungary (HU)","Actual Total Load [MW] - Hungary (HU)"
"05.01.2022 10:45 - 05.01.2022 11:00","5819","6043"
"05.01.2022 11:00 - 05.01.2022 11:15","5829","6081"
"05.01.2022 11:15 - 05.01.2022 11:30","5863","6122"
"05.01.2022 11:30 - 05.01.2022 11:45","5904","6151"
"05.01.2022 11:45 - 05.01.2022 12:00","5915","6154"
"05.01.2022 12:00 - 05.01.2022 12:15","5919","6153"
"05.01.2022 12:15 - 05.01.2022 12:30","5907","6161"
"05.01.2022 12:30 - 05.01.2022 12:45","5909","6175"
"05.01.2022 12:45 - 05.01.2022 13:00","5895","6153"
"05.01.2022 13:00 - 05.01.2022 13:15","5886","6145"
"05.01.2022 13:15 - 05.01.2022 13:30","5864","6130"
"05.01.2022 13:30 - 05.01.2022 13:45","5813","6076"
"05.01.2022 13:45 - 05.01.2022 14:00","5745","6008"
"05.01.2022 14:00 - 05.01.2022 14:15","5802","6069"
"05.01.2022 14:15 - 05.01.2022 14:30","5792","6079"
"05.01.2022 14:30 - 05.01.2022 14:45","5840","6134"
"05.01.2022 14:45 - 05.01.2022 15:00","5842","6153"
"05.01.2022 15:00 - 05.01.2022 15:15","5869","6182"
"05.01.2022 15:15 - 05.01.2022 15:30","5851","6164"
"05.01.2022 15:30 - 05.01.2022 15:45","5876","6185"
"05.01.2022 15:45 - 05.01.2022 16:00","5893","6185"
"05.01.2022 16:00 - 05.01.2022 16:15","5896","6204"
"05.01.2022 16:15 - 05.01.2022 16:30","5988","6285"
"05.01.2022 16:30 - 05.01.2022 16:45","6046","6331"
"05.01.2022 16:45 - 05.01.2022 17:00","6046","6336"
"05.01.2022 17:00 - 05.01.2022 17:15","6049","6308"
"05.01.2022 17:15 - 05.01.2022 17:30","6012","6266"
"05.01.2022 17:30 - 05.01.2022 17:45","5967","6221"
"05.01.2022 17:45 - 05.01.2022 18:00","5901","6176"
"05.01.2022 18:00 - 05.01.2022 18:15","5841","6142"
"05.01.2022 18:15 - 05.01.2022 18:30","5812","6133"
"05.01.2022 18:30 - 05.01.2022 18:45","5821","6144"
"05.01.2022 18:45 - 05.01.2022 19:00","5826","6134"
"05.01.2022 19:00 - 05.01.2022 19:15","5779","6104"
"05.01.2022 19:15 - 05.01.2022 19:30","5732","6069"
"05.01.2022 19:30 - 05.01.2022 19:45","5709","6050"
"05.01.2022 19:45 - 05.01.2022 20:00","5667","6012"
"05.01.2022 20:00 - 05.01.2022 20:15","5586","5917"
"05.01.2022 20:15 - 05.01.2022 20:30","5525","5848"
"05.01.2022 20:30 - 05.01.2022 20:45","5518","5851"
"05.01.2022 20:45 - 05.01.2022 21:00","5461","5781"
"05.01.2022 21:00 - 05.01.2022 21:15","5403","5740"
"05.01.2022 21:15 - 05.01.2022 21:30","5384","5688"
"05.01.2022 21:30 - 05.01.2022 21:45","5309","5606"
"05.01.2022 21:45 - 05.01.2022 22:00","5219","5520"
"05.01.2022 22:00 - 05.01.2022 22:15","5156","5475"
"05.01.2022 22:15 - 05.01.2022 22:30","5142","5425"
"05.01.2022 22:30 - 05.01.2022 22:45","5116","5411"
"05.01.2022 22:45 - 05.01.2022 23:00","5048","5344"
"05.01.2022 23:00 - 05.01.2022 23:15","4976","5273"
"05.01.2022 23:15 - 05.01.2022 23:30","4881","5185"
"05.01.2022 23:30 - 05.01.2022 23:45","4853","5171"
"05.01.2022 23:45 - 06.01.2022 00:00","4800","5107"
"06.01.2022 00:00 - 06.01.2022 00:15","4662","4969"
"06.01.2022 00:15 - 06.01.2022 00:30","4584","4894"
"06.01.2022 00:30 - 06.01.2022 00:45","4537","4830"
"06.01.2022 00:45 - 06.01.2022 01:00","4543","4763"
"06.01.2022 01:00 - 06.01.2022 01:15","4519","4692"
"06.01.2022 01:15 - 06.01.2022 01:30","4426","4658"
"06.01.2022 01:30 - 06.01.2022 01:45","4360","4630"
"06.01.2022 01:45 - 06.01.2022 02:00","4357","4561"
"06.01.2022 02:00 - 06.01.2022 02:15","4288","4507"
"06.01.2022 02:15 - 06.01.2022 02:30","4209","4466"
"06.01.2022 02:30 - 06.01.2022 02:45","4149","4424"
"06.01.2022 02:45 - 06.01.2022 03:00","4112","4393"
"06.01.2022 03:00 - 06.01.2022 03:15","4124","4385"
"06.01.2022 03:15 - 06.01.2022 03:30","4096","4355"
"06.01.2022 03:30 - 06.01.2022 03:45","4093","4365"
"06.01.2022 03:45 - 06.01.2022 04:00","4073","4370"
"06.01.2022 04:00 - 06.01.2022 04:15","4086","4428"
"06.01.2022 04:15 - 06.01.2022 04:30","4140","4470"
"06.01.2022 04:30 - 06.01.2022 04:45","4189","4511"
"06.01.2022 04:45 - 06.01.2022 05:00","4283","4589"
"06.01.2022 05:00 - 06.01.2022 05:15","4380","4699"
"06.01.2022 05:15 - 06.01.2022 05:30","4460","4794"
"06.01.2022 05:30 - 06.01.2022 05:45","4566","4917"
"06.01.2022 05:45 - 06.01.2022 06:00","4685","5050"
"06.01.2022 06:00 - 06.01.2022 06:15","4953","5376"
"06.01.2022 06:15 - 06.01.2022 06:30","5193","5583"
"06.01.2022 06:30 - 06.01.2022 06:45","5349","5722"
"06.01.2022 06:45 - 06.01.2022 07:00","5477","5854"
"06.01.2022 07:00 - 06.01.2022 07:15","5619","6001"
"06.01.2022 07:15 - 06.01.2022 07:30","5656","6006"
"06.01.2022 07:30 - 06.01.2022 07:45","5693","6042"
"06.01.2022 07:45 - 06.01.2022 08:00","5721","6049"
"06.01.2022 08:00 - 06.01.2022 08:15","5771","6073"
"06.01.2022 08:15 - 06.01.2022 08:30","5844","6106"
"06.01.2022 08:30 - 06.01.2022 08:45","5861","6124"
"06.01.2022 08:45 - 06.01.2022 09:00","5885","6122"
"06.01.2022 09:00 - 06.01.2022 09:15","5905","6106"
"06.01.2022 09:15 - 06.01.2022 09:30","5915","6100"
"06.01.2022 09:30 - 06.01.2022 09:45","5965","6082"
"06.01.2022 09:45 - 06.01.2022 10:00","5969","6053"
"06.01.2022 10:00 - 06.01.2022 10:15","5943","6015"
"06.01.2022 10:15 - 06.01.2022 10:30","5953","6027"
"06.01.2022 10:30 - 06.01.2022 10:45","5963","6029"
"06.01.2022 10:45 - 06.01.2022 11:00","5970","6007"
"06.01.2022 11:00 - 06.01.2022 11:15","5966","6010"
"06.01.2022 11:15 - 06.01.2022 11:30","5964","6040"
"06.01.2022 11:30 - 06.01.2022 11:45","5962","6080"
"06.01.2022 11:45 - 06.01.2022 12:00","5956","6089"
"06.01.2022 12:00 - 06.01.2022 12:15","5928","6089"
"06.01.2022 12:15 - 06.01.2022 12:30","5958","6115"
"06.01.2022 12:30 - 06.01.2022 12:45","5986","6137"
"06.01.2022 12:45 - 06.01.2022 13:00","5940","6134"
"06.01.2022 13:00 - 06.01.2022 13:15","5914","6121"
"06.01.2022 13:15 - 06.01.2022 13:30","5893","6108"
"06.01.2022 13:30 - 06.01.2022 13:45","5838","6073"
"06.01.2022 13:45 - 06.01.2022 14:00","5761","6019"
"06.01.2022 14:00 - 06.01.2022 14:15","5819","6078"
"06.01.2022 14:15 - 06.01.2022 14:30","5826","6083"
"06.01.2022 14:30 - 06.01.2022 14:45","5862","6142"
"06.01.2022 14:45 - 06.01.2022 15:00","5855","6154"
"06.01.2022 15:00 - 06.01.2022 15:15","5897","6148"
"06.01.2022 15:15 - 06.01.2022 15:30","5897","6154"
"06.01.2022 15:30 - 06.01.2022 15:45","5931","6180"
"06.01.2022 15:45 - 06.01.2022 16:00","5935","6199"
"06.01.2022 16:00 - 06.01.2022 16:15","5934","6211"
"06.01.2022 16:15 - 06.01.2022 16:30","5993","6298"
"06.01.2022 16:30 - 06.01.2022 16:45","6101","6392"
"06.01.2022 16:45 - 06.01.2022 17:00","6102","6403"
"06.01.2022 17:00 - 06.01.2022 17:15","6100","6400"
"06.01.2022 17:15 - 06.01.2022 17:30","6069","6362"
"06.01.2022 17:30 - 06.01.2022 17:45","6022","6344"
"06.01.2022 17:45 - 06.01.2022 18:00","5979","6297"
"06.01.2022 18:00 - 06.01.2022 18:15","5947","6287"
"06.01.2022 18:15 - 06.01.2022 18:30","5925","6271"
"06.01.2022 18:30 - 06.01.2022 18:45","5919","6285"
"06.01.2022 18:45 - 06.01.2022 19:00","5940","6282"
"06.01.2022 19:00 - 06.01.2022 19:15","5899","6258"
"06.01.2022 19:15 - 06.01.2022 19:30","5834","6240"
"06.01.2022 19:30 - 06.01.2022 19:45","5803","6229"
"06.01.2022 19:45 - 06.01.2022 20:00","5738","6183"
"06.01.2022 20:00 - 06.01.2022 20:15","5665","6119"
"06.01.2022 20:15 - 06.01.2022 20:30","5614","6054"
"06.01.2022 20:30 - 06.01.2022 20:45","5612","6038"
"06.01.2022 20:45 - 06.01.2022 21:00","5540","5969"
"06.01.2022 21:00 - 06.01.2022 21:15","5510","5923"
"06.01.2022 21:15 - 06.01.2022 21:30","5478","5899"
"06.01.2022 21:30 - 06.01.2022 21:45","5386","5806"
"06.01.2022 21:45 - 06.01.2022 22:00","5274","5682"
"06.01.2022 22:00 - 06.01.2022 22:15","5206","5639"
"06.01.2022 22:15 - 06.01.2022 22:30","5183","5594"
"06.01.2022 22:30 - 06.01.2022 22:45","5175","5587"
"06.01.2022 22:45 - 06.01.2022 23:00","5101","5522"
"06.01.2022 23:00 - 06.01.2022 23:15","5029","5449"
"06.01.2022 23:15 - 06.01.2022 23:30","4952","5360"
"06.01.2022 23:30 - 06.01.2022 23:45","4930","5326"
"06.01.2022 23:45 - 07.01.2022 00:00","4854","5274"
"07.01.2022 00:00 - 07.01.2022 00:15","4841","5100"
"07.01.2022 00:15 - 07.01.2022 00:30","4800","5011"
"07.01.2022 00:30 - 07.01.2022 00:45","4770","4936"
"07.01.2022 00:45 - 07.01.2022 01:00","4718","4884"
"07.01.2022 01:00 - 07.01.2022 01:15","4656","4837"
"07.01.2022 01:15 - 07.01.2022 01:30","4617","4812"
"07.01.2022 01:30 - 07.01.2022 01:45","4581","4773"
"07.01.2022 01:45 - 07.01.2022 02:00","4594","4718"
"07.01.2022 02:00 - 07.01.2022 02:15","4541","4662"
"07.01.2022 02:15 - 07.01.2022 02:30","4485","4632"
"07.01.2022 02:30 - 07.01.2022 02:45","4446","4611"
"07.01.2022 02:45 - 07.01.2022 03:00","4425","4571"
"07.01.2022 03:00 - 07.01.2022 03:15","4405","4564"
"07.01.2022 03:15 - 07.01.2022 03:30","4341","4540"
"07.01.2022 03:30 - 07.01.2022 03:45","4341","4542"
"07.01.2022 03:45 - 07.01.2022 04:00","4350","4555"
"07.01.2022 04:00 - 07.01.2022 04:15","4397","4607"
"07.01.2022 04:15 - 07.01.2022 04:30","4439","4664"
"07.01.2022 04:30 - 07.01.2022 04:45","4477","4710"
"07.01.2022 04:45 - 07.01.2022 05:00","4498","4782"
"07.01.2022 05:00 - 07.01.2022 05:15","4588","4891"
"07.01.2022 05:15 - 07.01.2022 05:30","4681","4993"
"07.01.2022 05:30 - 07.01.2022 05:45","4809","5137"
"07.01.2022 05:45 - 07.01.2022 06:00","4898","5281"
"07.01.2022 06:00 - 07.01.2022 06:15","5230","5586"
"07.01.2022 06:15 - 07.01.2022 06:30","5463","5805"
"07.01.2022 06:30 - 07.01.2022 06:45","5631","5962"
"07.01.2022 06:45 - 07.01.2022 07:00","5754","6088"
"07.01.2022 07:00 - 07.01.2022 07:15","5916","6213"
"07.01.2022 07:15 - 07.01.2022 07:30","5931","6209"
"07.01.2022 07:30 - 07.01.2022 07:45","5959","6245"
"07.01.2022 07:45 - 07.01.2022 08:00","5962","6223"
"07.01.2022 08:00 - 07.01.2022 08:15","5979","6202"
"07.01.2022 08:15 - 07.01.2022 08:30","5978","6160"
"07.01.2022 08:30 - 07.01.2022 08:45","5943","6114"
"07.01.2022 08:45 - 07.01.2022 09:00","5873","6032"
"07.01.2022 09:00 - 07.01.2022 09:15","5819","5973"
"07.01.2022 09:15 - 07.01.2022 09:30","5800","5918"
"07.01.2022 09:30 - 07.01.2022 09:45","5739","5872"
"07.01.2022 09:45 - 07.01.2022 10:00","5700","5798"
"07.01.2022 10:00 - 07.01.2022 10:15","5670","5737"
"07.01.2022 10:15 - 07.01.2022 10:30","5639","5710"
"07.01.2022 10:30 - 07.01.2022 10:45","5581","5676"
"07.01.2022 10:45 - 07.01.2022 11:00","5541","5622"
"07.01.2022 11:00 - 07.01.2022 11:15","5547","5619"
"07.01.2022 11:15 - 07.01.2022 11:30","5535","5616"
"07.01.2022 11:30 - 07.01.2022 11:45","5527","5622"
"07.01.2022 11:45 - 07.01.2022 12:00","5509","5636"
"07.01.2022 12:00 - 07.01.2022 12:15","5532","5631"
"07.01.2022 12:15 - 07.01.2022 12:30","5552","5636"
"07.01.2022 12:30 - 07.01.2022 12:45","5579","5647"
"07.01.2022 12:45 - 07.01.2022 13:00","5576","5642"
"07.01.2022 13:00 - 07.01.2022 13:15","5611","5662"
"07.01.2022 13:15 - 07.01.2022 13:30","5596","5670"
"07.01.2022 13:30 - 07.01.2022 13:45","5584","5658"
"07.01.2022 13:45 - 07.01.2022 14:00","5529","5647"
"07.01.2022 14:00 - 07.01.2022 14:15","5634","5742"
"07.01.2022 14:15 - 07.01.2022 14:30","5688","5803"
"07.01.2022 14:30 - 07.01.2022 14:45","5791","5885"
"07.01.2022 14:45 - 07.01.2022 15:00","5867","5937"
"07.01.2022 15:00 - 07.01.2022 15:15","5938","6026"
"07.01.2022 15:15 - 07.01.2022 15:30","5969","6098"
"07.01.2022 15:30 - 07.01.2022 15:45","6040","6174"
"07.01.2022 15:45 - 07.01.2022 16:00","6083","6235"
"07.01.2022 16:00 - 07.01.2022 16:15","6138","6274"
"07.01.2022 16:15 - 07.01.2022 16:30","6257","6376"
"07.01.2022 16:30 - 07.01.2022 16:45","6316","6527"
"07.01.2022 16:45 - 07.01.2022 17:00","6326","6553"
"07.01.2022 17:00 - 07.01.2022 17:15","6327","6544"
"07.01.2022 17:15 - 07.01.2022 17:30","6246","6514"
"07.01.2022 17:30 - 07.01.2022 17:45","6201","6478"
"07.01.2022 17:45 - 07.01.2022 18:00","6149","6434"
"07.01.2022 18:00 - 07.01.2022 18:15","6114","6423"
"07.01.2022 18:15 - 07.01.2022 18:30","6099","6411"
"07.01.2022 18:30 - 07.01.2022 18:45","6108","6409"
"07.01.2022 18:45 - 07.01.2022 19:00","6101","6416"
"07.01.2022 19:00 - 07.01.2022 19:15","6077","6392"
"07.01.2022 19:15 - 07.01.2022 19:30","6046","6340"
"07.01.2022 19:30 - 07.01.2022 19:45","6031","6333"
"07.01.2022 19:45 - 07.01.2022 20:00","5988","6280"
"07.01.2022 20:00 - 07.01.2022 20:15","5898","6190"
"07.01.2022 20:15 - 07.01.2022 20:30","5833","6122"
"07.01.2022 20:30 - 07.01.2022 20:45","5837","6126"
"07.01.2022 20:45 - 07.01.2022 21:00","5765","6060"
"07.01.2022 21:00 - 07.01.2022 21:15","5740","6012"
"07.01.2022 21:15 - 07.01.2022 21:30","5686","6008"
"07.01.2022 21:30 - 07.01.2022 21:45","5606","5927"
"07.01.2022 21:45 - 07.01.2022 22:00","5518","5841"
"07.01.2022 22:00 - 07.01.2022 22:15","5450","5788"
"07.01.2022 22:15 - 07.01.2022 22:30","5420","5768"
"07.01.2022 22:30 - 07.01.2022 22:45","5413","5757"
"07.01.2022 22:45 - 07.01.2022 23:00","5366","5678"
"07.01.2022 23:00 - 07.01.2022 23:15","5276","5591"
"07.01.2022 23:15 - 07.01.2022 23:30","5175","5514"
"07.01.2022 23:30 - 07.01.2022 23:45","5150","5485"
"07.01.2022 23:45 - 08.01.2022 00:00","5086","5398"
"08.01.2022 00:00 - 08.01.2022 00:15","4986","5291"
"08.01.2022 00:15 - 08.01.2022 00:30","4903","5217"
"08.01.2022 00:30 - 08.01.2022 00:45","4864","5170"
"08.01.2022 00:45 - 08.01.2022 01:00","4791","5100"
"08.01.2022 01:00 - 08.01.2022 01:15","4757","5041"
"08.01.2022 01:15 - 08.01.2022 01:30","4721","4986"
"08.01.2022 01:30 - 08.01.2022 01:45","4679","4916"
"08.01.2022 01:45 - 08.01.2022 02:00","4662","4850"
"08.01.2022 02:00 - 08.01.2022 02:15","4635","4788"
"08.01.2022 02:15 - 08.01.2022 02:30","4585","4773"
"08.01.2022 02:30 - 08.01.2022 02:45","4516","4725"
"08.01.2022 02:45 - 08.01.2022 03:00","4483","4680"
"08.01.2022 03:00 - 08.01.2022 03:15","4466","4667"
"08.01.2022 03:15 - 08.01.2022 03:30","4397","4638"
"08.01.2022 03:30 - 08.01.2022 03:45","4375","4624"
"08.01.2022 03:45 - 08.01.2022 04:00","4362","4625"
"08.01.2022 04:00 - 08.01.2022 04:15","4377","4637"
"08.01.2022 04:15 - 08.01.2022 04:30","4406","4665"
"08.01.2022 04:30 - 08.01.2022 04:45","4433","4666"
"08.01.2022 04:45 - 08.01.2022 05:00","4433","4709"
"08.01.2022 05:00 - 08.01.2022 05:15","4444","4734"
"08.01.2022 05:15 - 08.01.2022 05:30","4453","4745"
"08.01.2022 05:30 - 08.01.2022 05:45","4479","4764"
"08.01.2022 05:45 - 08.01.2022 06:00","4465","4789"
"08.01.2022 06:00 - 08.01.2022 06:15","4599","4922"
"08.01.2022 06:15 - 08.01.2022 06:30","4688","5015"
"08.01.2022 06:30 - 08.01.2022 06:45","4780","5077"
"08.01.2022 06:45 - 08.01.2022 07:00","4838","5160"
"08.01.2022 07:00 - 08.01.2022 07:15","4957","5279"
"08.01.2022 07:15 - 08.01.2022 07:30","4995","5310"
"08.01.2022 07:30 - 08.01.2022 07:45","5100","5412"
"08.01.2022 07:45 - 08.01.2022 08:00","5180","5476"
"08.01.2022 08:00 - 08.01.2022 08:15","5256","5551"
"08.01.2022 08:15 - 08.01.2022 08:30","5320","5628"
"08.01.2022 08:30 - 08.01.2022 08:45","5372","5700"
"08.01.2022 08:45 - 08.01.2022 09:00","5418","5755"
"08.01.2022 09:00 - 08.01.2022 09:15","5474","5789"
"08.01.2022 09:15 - 08.01.2022 09:30","5503","5816"
"08.01.2022 09:30 - 08.01.2022 09:45","5524","5849"
"08.01.2022 09:45 - 08.01.2022 10:00","5528","5871"
"08.01.2022 10:00 - 08.01.2022 10:15","5540","5894"
"08.01.2022 10:15 - 08.01.2022 10:30","5568","5911"
"08.01.2022 10:30 - 08.01.2022 10:45","5565","5910"
"08.01.2022 10:45 - 08.01.2022 11:00","5559","5927"
"08.01.2022 11:00 - 08.01.2022 11:15","5579","5982"
"08.01.2022 11:15 - 08.01.2022 11:30","5602","6041"
"08.01.2022 11:30 - 08.01.2022 11:45","5600","6077"
"08.01.2022 11:45 - 08.01.2022 12:00","5622","6091"
"08.01.2022 12:00 - 08.01.2022 12:15","5595","6096"
"08.01.2022 12:15 - 08.01.2022 12:30","5587","6094"
"08.01.2022 12:30 - 08.01.2022 12:45","5566","6067"
"08.01.2022 12:45 - 08.01.2022 13:00","5539","6030"
"08.01.2022 13:00 - 08.01.2022 13:15","5507","5976"
"08.01.2022 13:15 - 08.01.2022 13:30","5489","5941"
"08.01.2022 13:30 - 08.01.2022 13:45","5447","5904"
"08.01.2022 13:45 - 08.01.2022 14:00","5368","5844"
"08.01.2022 14:00 - 08.01.2022 14:15","5385","5842"
"08.01.2022 14:15 - 08.01.2022 14:30","5392","5826"
"08.01.2022 14:30 - 08.01.2022 14:45","5394","5821"
"08.01.2022 14:45 - 08.01.2022 15:00","5402","5803"
"08.01.2022 15:00 - 08.01.2022 15:15","5417","5812"
"08.01.2022 15:15 - 08.01.2022 15:30","5436","5830"
"08.01.2022 15:30 - 08.01.2022 15:45","5473","5865"
"08.01.2022 15:45 - 08.01.2022 16:00","5515","5891"
"08.01.2022 16:00 - 08.01.2022 16:15","5588","5946"
"08.01.2022 16:15 - 08.01.2022 16:30","5653","6016"
"08.01.2022 16:30 - 08.01.2022 16:45","5794","6118"
"08.01.2022 16:45 - 08.01.2022 17:00","5833","6148"
"08.01.2022 17:00 - 08.01.2022 17:15","5837","6156"
"08.01.2022 17:15 - 08.01.2022 17:30","5803","6142"
"08.01.2022 17:30 - 08.01.2022 17:45","5768","6104"
"08.01.2022 17:45 - 08.01.2022 18:00","5739","6059"
"08.01.2022 18:00 - 08.01.2022 18:15","5715","6053"
"08.01.2022 18:15 - 08.01.2022 18:30","5695","6036"
"08.01.2022 18:30 - 08.01.2022 18:45","5696","6019"
"08.01.2022 18:45 - 08.01.2022 19:00","5689","6013"
"08.01.2022 19:00 - 08.01.2022 19:15","5676","6008"
"08.01.2022 19:15 - 08.01.2022 19:30","5651","5990"
"08.01.2022 19:30 - 08.01.2022 19:45","5620","5958"
"08.01.2022 19:45 - 08.01.2022 20:00","5591","5937"
"08.01.2022 20:00 - 08.01.2022 20:15","5564","5873"
"08.01.2022 20:15 - 08.01.2022 20:30","5548","5831"
"08.01.2022 20:30 - 08.01.2022 20:45","5516","5794"
"08.01.2022 20:45 - 08.01.2022 21:00","5456","5738"
"08.01.2022 21:00 - 08.01.2022 21:15","5398","5689"
"08.01.2022 21:15 - 08.01.2022 21:30","5372","5640"
"08.01.2022 21:30 - 08.01.2022 21:45","5267","5551"
"08.01.2022 21:45 - 08.01.2022 22:00","5188","5471"
"08.01.2022 22:00 - 08.01.2022 22:15","5126","5409"
"08.01.2022 22:15 - 08.01.2022 22:30","5075","5373"
"08.01.2022 22:30 - 08.01.2022 22:45","5027","5321"
"08.01.2022 22:45 - 08.01.2022 23:00","4960","5245"
"08.01.2022 23:00 - 08.01.2022 23:15","4887","5177"
"08.01.2022 23:15 - 08.01.2022 23:30","4787","5114"
"08.01.2022 23:30 - 08.01.2022 23:45","4765","5076"
"08.01.2022 23:45 - 09.01.2022 00:00","4695","4988"
"09.01.2022 00:00 - 09.01.2022 00:15","4666","4862"
"09.01.2022 00:15 - 09.01.2022 00:30","4636","4809"
"09.01.2022 00:30 - 09.01.2022 00:45","4607","4777"
"09.01.2022 00:45 - 09.01.2022 01:00","4582","4721"
"09.01.2022 01:00 - 09.01.2022 01:15","4561","4695"
"09.01.2022 01:15 - 09.01.2022 01:30","4552","4676"
"09.01.2022 01:30 - 09.01.2022 01:45","4521","4645"
"09.01.2022 01:45 - 09.01.2022 02:00","4553","4582"
"09.01.2022 02:00 - 09.01.2022 02:15","4527","4529"
"09.01.2022 02:15 - 09.01.2022 02:30","4475","4523"
"09.01.2022 02:30 - 09.01.2022 02:45","4426","4477"
"09.01.2022 02:45 - 09.01.2022 03:00","4396","4462"
"09.01.2022 03:00 - 09.01.2022 03:15","4370","4447"
"09.01.2022 03:15 - 09.01.2022 03:30","4323","4410"
"09.01.2022 03:30 - 09.01.2022 03:45","4296","4408"
"09.01.2022 03:45 - 09.01.2022 04:00","4276","4403"
"09.01.2022 04:00 - 09.01.2022 04:15","4283","4434"
"09.01.2022 04:15 - 09.01.2022 04:30","4295","4452"
"09.01.2022 04:30 - 09.01.2022 04:45","4302","4460"
"09.01.2022 04:45 - 09.01.2022 05:00","4298","4494"
"09.01.2022 05:00 - 09.01.2022 05:15","4313","4517"
"09.01.2022 05:15 - 09.01.2022 05:30","4317","4552"
"09.01.2022 05:30 - 09.01.2022 05:45","4345","4565"
"09.01.2022 05:45 - 09.01.2022 06:00","4361","4601"
"09.01.2022 06:00 - 09.01.2022 06:15","4481","4717"
"09.01.2022 06:15 - 09.01.2022 06:30","4558","4784"
"09.01.2022 06:30 - 09.01.2022 06:45","4620","4843"
"09.01.2022 06:45 - 09.01.2022 07:00","4647","4893"
"09.01.2022 07:00 - 09.01.2022 07:15","4745","4978"
"09.01.2022 07:15 - 09.01.2022 07:30","4794","5007"
"09.01.2022 07:30 - 09.01.2022 07:45","4881","5092"
"09.01.2022 07:45 - 09.01.2022 08:00","4939","5148"
"09.01.2022 08:00 - 09.01.2022 08:15","5037","5217"
"09.01.2022 08:15 - 09.01.2022 08:30","5122","5292"
"09.01.2022 08:30 - 09.01.2022 08:45","5191","5373"
"09.01.2022 08:45 - 09.01.2022 09:00","5251","5438"
"09.01.2022 09:00 - 09.01.2022 09:15","5329","5492"
"09.01.2022 09:15 - 09.01.2022 09:30","5369","5525"
"09.01.2022 09:30 - 09.01.2022 09:45","5412","5580"
"09.01.2022 09:45 - 09.01.2022 10:00","5444","5598"
"09.01.2022 10:00 - 09.01.2022 10:15","5485","5631"
"09.01.2022 10:15 - 09.01.2022 10:30","5525","5661"
"09.01.2022 10:30 - 09.01.2022 10:45","5572","5691"
"09.01.2022 10:45 - 09.01.2022 11:00","5575","5705"
"09.01.2022 11:00 - 09.01.2022 11:15","5592","5720"
"09.01.2022 11:15 - 09.01.2022 11:30","5619","5737"
"09.01.2022 11:30 - 09.01.2022 11:45","5646","5742"
"09.01.2022 11:45 - 09.01.2022 12:00","5674","5743"
"09.01.2022 12:00 - 09.01.2022 12:15","5655","5735"
"09.01.2022 12:15 - 09.01.2022 12:30","5606","5695"
"09.01.2022 12:30 - 09.01.2022 12:45","5571","5680"
"09.01.2022 12:45 - 09.01.2022 13:00","5565","5656"
"09.01.2022 13:00 - 09.01.2022 13:15","5536","5608"
"09.01.2022 13:15 - 09.01.2022 13:30","5513","5591"
"09.01.2022 13:30 - 09.01.2022 13:45","5526","5550"
"09.01.2022 13:45 - 09.01.2022 14:00","5500","5529"
"09.01.2022 14:00 - 09.01.2022 14:15","5524","5551"
"09.01.2022 14:15 - 09.01.2022 14:30","5522","5540"
"09.01.2022 14:30 - 09.01.2022 14:45","5556","5556"
"09.01.2022 14:45 - 09.01.2022 15:00","5578","5572"
"09.01.2022 15:00 - 09.01.2022 15:15","5609","5585"
"09.01.2022 15:15 - 09.01.2022 15:30","5636","5599"
"09.01.2022 15:30 - 09.01.2022 15:45","5672","5629"
"09.01.2022 15:45 - 09.01.2022 16:00","5705","5662"
"09.01.2022 16:00 - 09.01.2022 16:15","5784","5756"
"09.01.2022 16:15 - 09.01.2022 16:30","5845","5852"
"09.01.2022 16:30 - 09.01.2022 16:45","5927","5968"
"09.01.2022 16:45 - 09.01.2022 17:00","5946","6005"
"09.01.2022 17:00 - 09.01.2022 17:15","5956","6026"
"09.01.2022 17:15 - 09.01.2022 17:30","5948","6018"
"09.01.2022 17:30 - 09.01.2022 17:45","5944","5992"
"09.01.2022 17:45 - 09.01.2022 18:00","5945","5962"
"09.01.2022 18:00 - 09.01.2022 18:15","5915","5953"
"09.01.2022 18:15 - 09.01.2022 18:30","5902","5933"
"09.01.2022 18:30 - 09.01.2022 18:45","5893","5942"
"09.01.2022 18:45 - 09.01.2022 19:00","5914","5974"
"09.01.2022 19:00 - 09.01.2022 19:15","5921","5975"
"09.01.2022 19:15 - 09.01.2022 19:30","5876","5964"
"09.01.2022 19:30 - 09.01.2022 19:45","5865","5911"
"09.01.2022 19:45 - 09.01.2022 20:00","5834","5881"
"09.01.2022 20:00 - 09.01.2022 20:15","5785","5817"
"09.01.2022 20:15 - 09.01.2022 20:30","5748","5795"
"09.01.2022 20:30 - 09.01.2022 20:45","5695","5773"
"09.01.2022 20:45 - 09.01.2022 21:00","5621","5699"
"09.01.2022 21:00 - 09.01.2022 21:15","5549","5633"
"09.01.2022 21:15 - 09.01.2022 21:30","5521","5569"
"09.01.2022 21:30 - 09.01.2022 21:45","5424","5487"
"09.01.2022 21:45 - 09.01.2022 22:00","5332","5406"
"09.01.2022 22:00 - 09.01.2022 22:15","5267","5342"
"09.01.2022 22:15 - 09.01.2022 22:30","5232","5286"
"09.01.2022 22:30 - 09.01.2022 22:45","5185","5239"
"09.01.2022 22:45 - 09.01.2022 23:00","5105","5193"
"09.01.2022 23:00 - 09.01.2022 23:15","5045","5116"
"09.01.2022 23:15 - 09.01.2022 23:30","4979","5016"
