MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO)
11.01.2022 23:00 - 12.01.2022 00:00,0,0,0,0,0,0,2398,2398,2398
12.01.2022 00:00 - 12.01.2022 01:00,0,0,0,0,0,0,4785,4785,4785
12.01.2022 01:00 - 12.01.2022 02:00,0,0,0,0,0,0,4797,4797,4797
12.01.2022 02:00 - 12.01.2022 03:00,0,0,0,0,0,0,4992,4992,4992
12.01.2022 03:00 - 12.01.2022 04:00,0,0,0,0,0,0,5128,5128,5128
12.01.2022 04:00 - 12.01.2022 05:00,0,0,0,0,0,0,5246,5246,5246
12.01.2022 05:00 - 12.01.2022 06:00,0,0,0,0,0,0,5584,5584,5584
12.01.2022 06:00 - 12.01.2022 07:00,0,0,0,0,0,0,5877,5877,5877
12.01.2022 07:00 - 12.01.2022 08:00,0,0,0,0,0,0,6120,6120,6120
12.01.2022 08:00 - 12.01.2022 09:00,0,0,0,0,0,0,6208,6208,6208
12.01.2022 09:00 - 12.01.2022 10:00,0,0,0,0,0,0,6409,6409,6409
12.01.2022 10:00 - 12.01.2022 11:00,0,0,0,0,0,0,6501,6501,6501
12.01.2022 11:00 - 12.01.2022 12:00,0,0,0,0,0,0,6682,6682,6682
12.01.2022 12:00 - 12.01.2022 13:00,0,0,0,0,0,0,6650,6650,6650
12.01.2022 13:00 - 12.01.2022 14:00,0,0,0,0,0,0,6500,6500,6500
12.01.2022 14:00 - 12.01.2022 15:00,0,0,0,0,0,0,6260,6260,6260
12.01.2022 15:00 - 12.01.2022 16:00,0,0,0,0,0,0,6174,6174,6174
12.01.2022 16:00 - 12.01.2022 17:00,0,0,0,0,0,0,6128,6128,6128
12.01.2022 17:00 - 12.01.2022 18:00,0,0,0,0,0,0,6175,6175,6175
12.01.2022 18:00 - 12.01.2022 19:00,0,0,0,0,0,0,6042,6042,6042
12.01.2022 19:00 - 12.01.2022 20:00,0,0,0,0,0,0,5947,5947,5947
12.01.2022 20:00 - 12.01.2022 21:00,0,0,0,0,0,0,6089,6089,6089
12.01.2022 21:00 - 12.01.2022 22:00,0,0,0,0,0,0,6159,6159,6159
12.01.2022 22:00 - 12.01.2022 23:00,0,0,0,0,0,0,6331,6331,6331
12.01.2022 23:00 - 13.01.2022 00:00,0,0,0,0,0,0,6365,6365,6365
13.01.2022 00:00 - 13.01.2022 01:00,0,0,0,0,0,0,3200,3200,3200
13.01.2022 01:00 - 13.01.2022 02:00,0,0,0,0,0,0,3178,3178,3178
13.01.2022 02:00 - 13.01.2022 03:00,0,0,0,0,0,0,3173,3173,3173
13.01.2022 03:00 - 13.01.2022 04:00,0,0,0,0,0,0,3174,3174,3174
13.01.2022 04:00 - 13.01.2022 05:00,0,0,0,0,0,0,3249,3249,3249
13.01.2022 05:00 - 13.01.2022 06:00,0,0,0,0,0,0,3183,3183,3183
13.01.2022 06:00 - 13.01.2022 07:00,0,0,0,0,0,0,3180,3180,3180
13.01.2022 07:00 - 13.01.2022 08:00,0,0,0,0,0,0,3157,3157,3157
13.01.2022 08:00 - 13.01.2022 09:00,0,0,0,0,0,0,3181,3181,3181
13.01.2022 09:00 - 13.01.2022 10:00,0,0,0,0,0,0,3190,3190,3190
13.01.2022 10:00 - 13.01.2022 11:00,0,0,0,0,0,0,3187,3187,3187
13.01.2022 11:00 - 13.01.2022 12:00,0,0,0,0,0,0,3192,3192,3192
13.01.2022 12:00 - 13.01.2022 13:00,0,0,0,0,0,0,3142,3142,3142
13.01.2022 13:00 - 13.01.2022 14:00,0,0,0,0,0,0,3094,3094,3094
13.01.2022 14:00 - 13.01.2022 15:00,0,0,0,0,0,0,3128,3128,3128
13.01.2022 15:00 - 13.01.2022 16:00,0,0,0,0,0,0,3153,3153,3153
13.01.2022 16:00 - 13.01.2022 17:00,0,0,0,0,0,0,3188,3188,3188
13.01.2022 17:00 - 13.01.2022 18:00,0,0,0,0,0,0,3253,3253,3253
13.01.2022 18:00 - 13.01.2022 19:00,0,0,0,0,0,0,3225,3225,3225
13.01.2022 19:00 - 13.01.2022 20:00,0,0,0,0,0,0,3230,3230,3230
13.01.2022 20:00 - 13.01.2022 21:00,0,0,0,0,0,0,3156,3156,3156
13.01.2022 21:00 - 13.01.2022 22:00,0,0,0,0,0,0,3134,3134,3134
13.01.2022 22:00 - 13.01.2022 23:00,0,0,0,0,0,0,3072,3072,3072
13.01.2022 23:00 - 14.01.2022 00:00,0,0,0,0,0,0,3133,3133,3133
14.01.2022 00:00 - 14.01.2022 01:00,0,0,0,0,0,0,3121,3121,3121
14.01.2022 01:00 - 14.01.2022 02:00,0,0,0,0,0,0,3036,3036,3036
14.01.2022 02:00 - 14.01.2022 03:00,0,0,0,0,0,0,3112,3112,3112
14.01.2022 03:00 - 14.01.2022 04:00,0,0,0,0,0,0,3164,3164,3164
14.01.2022 04:00 - 14.01.2022 05:00,0,0,0,0,0,0,3148,3148,3148
14.01.2022 05:00 - 14.01.2022 06:00,0,0,0,0,0,0,3109,3109,3109
14.01.2022 06:00 - 14.01.2022 07:00,0,0,0,0,0,0,3118,3118,3118
14.01.2022 07:00 - 14.01.2022 08:00,0,0,0,0,0,0,3090,3090,3090
14.01.2022 08:00 - 14.01.2022 09:00,0,0,0,0,0,0,3014,3014,3014
14.01.2022 09:00 - 14.01.2022 10:00,0,0,0,0,0,0,3002,3002,3002
14.01.2022 10:00 - 14.01.2022 11:00,0,0,0,0,0,0,2927,2927,2927
14.01.2022 11:00 - 14.01.2022 12:00,0,0,0,0,0,0,2943,2943,2943
14.01.2022 12:00 - 14.01.2022 13:00,0,0,0,0,0,0,2924,2924,2924
14.01.2022 13:00 - 14.01.2022 14:00,0,0,0,0,0,0,2924,2924,2924
14.01.2022 14:00 - 14.01.2022 15:00,0,0,0,0,0,0,2853,2853,2853
14.01.2022 15:00 - 14.01.2022 16:00,0,0,0,0,0,0,2704,2704,2704
14.01.2022 16:00 - 14.01.2022 17:00,0,0,0,0,0,0,2604,2604,2604
14.01.2022 17:00 - 14.01.2022 18:00,0,0,0,0,0,0,2549,2549,2549
14.01.2022 18:00 - 14.01.2022 19:00,0,0,0,0,0,0,2444,2444,2444
14.01.2022 19:00 - 14.01.2022 20:00,0,0,0,0,0,0,2308,2308,2308
14.01.2022 20:00 - 14.01.2022 21:00,0,0,0,0,0,0,2230,2230,2230
14.01.2022 21:00 - 14.01.2022 22:00,0,0,0,0,0,0,2160,2160,2160
14.01.2022 22:00 - 14.01.2022 23:00,0,0,0,0,0,0,2021,2021,2021
14.01.2022 23:00 - 15.01.2022 00:00,0,0,0,0,0,0,1930,1930,1930
15.01.2022 00:00 - 15.01.2022 01:00,0,0,0,0,0,0,1867,1867,1867
15.01.2022 01:00 - 15.01.2022 02:00,0,0,0,0,0,0,1920,1920,1920
15.01.2022 02:00 - 15.01.2022 03:00,0,0,0,0,0,0,1925,1925,1925
15.01.2022 03:00 - 15.01.2022 04:00,0,0,0,0,0,0,1943,1943,1943
15.01.2022 04:00 - 15.01.2022 05:00,0,0,0,0,0,0,2004,2004,2004
15.01.2022 05:00 - 15.01.2022 06:00,0,0,0,0,0,0,1936,1936,1936
15.01.2022 06:00 - 15.01.2022 07:00,0,0,0,0,0,0,1871,1871,1871
15.01.2022 07:00 - 15.01.2022 08:00,0,0,0,0,0,0,1757,1757,1757
15.01.2022 08:00 - 15.01.2022 09:00,0,0,0,0,0,0,1773,1773,1773
15.01.2022 09:00 - 15.01.2022 10:00,0,0,0,0,0,0,1627,1627,1627
15.01.2022 10:00 - 15.01.2022 11:00,0,0,0,0,0,0,1508,1508,1508
15.01.2022 11:00 - 15.01.2022 12:00,0,0,0,0,0,0,1505,1505,1505
15.01.2022 12:00 - 15.01.2022 13:00,0,0,0,0,0,0,1610,1610,1610
15.01.2022 13:00 - 15.01.2022 14:00,0,0,0,0,0,0,1764,1764,1764
15.01.2022 14:00 - 15.01.2022 15:00,0,0,0,0,0,0,1951,1951,1951
15.01.2022 15:00 - 15.01.2022 16:00,0,0,0,0,0,0,2098,2098,2098
15.01.2022 16:00 - 15.01.2022 17:00,0,0,0,0,0,0,2259,2259,2259
15.01.2022 17:00 - 15.01.2022 18:00,0,0,0,0,0,0,2452,2452,2452
15.01.2022 18:00 - 15.01.2022 19:00,0,0,0,0,0,0,2562,2562,2562
15.01.2022 19:00 - 15.01.2022 20:00,0,0,0,0,0,0,2579,2579,2579
15.01.2022 20:00 - 15.01.2022 21:00,0,0,0,0,0,0,2499,2499,2499
15.01.2022 21:00 - 15.01.2022 22:00,0,0,0,0,0,0,2437,2437,2437
15.01.2022 22:00 - 15.01.2022 23:00,0,0,0,0,0,0,2371,2371,2371
15.01.2022 23:00 - 16.01.2022 00:00,0,0,0,0,0,0,2387,2387,2387
16.01.2022 00:00 - 16.01.2022 01:00,0,0,0,0,0,0,2371,2371,2371
16.01.2022 01:00 - 16.01.2022 02:00,0,0,0,0,0,0,2304,2304,2304
16.01.2022 02:00 - 16.01.2022 03:00,0,0,0,0,0,0,2235,2235,2235
16.01.2022 03:00 - 16.01.2022 04:00,0,0,0,0,0,0,2241,2241,2241
16.01.2022 04:00 - 16.01.2022 05:00,0,0,0,0,0,0,2315,2315,2315
16.01.2022 05:00 - 16.01.2022 06:00,0,0,0,0,0,0,2355,2355,2355
16.01.2022 06:00 - 16.01.2022 07:00,0,0,0,0,0,0,2406,2406,2406
16.01.2022 07:00 - 16.01.2022 08:00,0,0,0,0,0,0,2533,2533,2533
16.01.2022 08:00 - 16.01.2022 09:00,0,0,0,0,0,0,2624,2624,2624
16.01.2022 09:00 - 16.01.2022 10:00,0,0,0,0,0,0,2709,2709,2709
16.01.2022 10:00 - 16.01.2022 11:00,0,0,0,0,0,0,2892,2892,2892
16.01.2022 11:00 - 16.01.2022 12:00,0,0,0,0,0,0,2953,2953,2953
16.01.2022 12:00 - 16.01.2022 13:00,0,0,0,0,0,0,2913,2913,2913
16.01.2022 13:00 - 16.01.2022 14:00,0,0,0,0,0,0,2997,2997,2997
16.01.2022 14:00 - 16.01.2022 15:00,0,0,0,0,0,0,3046,3046,3046
16.01.2022 15:00 - 16.01.2022 16:00,0,0,0,0,0,0,2987,2987,2987
16.01.2022 16:00 - 16.01.2022 17:00,0,0,0,0,0,0,2775,2775,2775
16.01.2022 17:00 - 16.01.2022 18:00,0,0,0,0,0,0,2605,2605,2605
16.01.2022 18:00 - 16.01.2022 19:00,0,0,0,0,0,0,2685,2685,2685
16.01.2022 19:00 - 16.01.2022 20:00,0,0,0,0,0,0,2784,2784,2784
16.01.2022 20:00 - 16.01.2022 21:00,0,0,0,0,0,0,2887,2887,2887
16.01.2022 21:00 - 16.01.2022 22:00,0,0,0,0,0,0,2957,2957,2957
16.01.2022 22:00 - 16.01.2022 23:00,0,0,0,0,0,0,2937,2937,2937
16.01.2022 23:00 - 17.01.2022 00:00,0,0,0,0,0,0,2911,2911,2911
17.01.2022 00:00 - 17.01.2022 01:00,0,0,0,0,0,0,2855,2855,2855
17.01.2022 01:00 - 17.01.2022 02:00,0,0,0,0,0,0,2948,2948,2948
17.01.2022 02:00 - 17.01.2022 03:00,0,0,0,0,0,0,3023,3023,3023
17.01.2022 03:00 - 17.01.2022 04:00,0,0,0,0,0,0,3051,3051,3051
17.01.2022 04:00 - 17.01.2022 05:00,0,0,0,0,0,0,3024,3024,3024
17.01.2022 05:00 - 17.01.2022 06:00,0,0,0,0,0,0,2997,2997,2997
17.01.2022 06:00 - 17.01.2022 07:00,0,0,0,0,0,0,2965,2965,2965
17.01.2022 07:00 - 17.01.2022 08:00,0,0,0,0,0,0,2685,2685,2685
17.01.2022 08:00 - 17.01.2022 09:00,0,0,0,0,0,0,2666,2666,2666
17.01.2022 09:00 - 17.01.2022 10:00,0,0,0,0,0,0,2588,2588,2588
17.01.2022 10:00 - 17.01.2022 11:00,0,0,0,0,0,0,2677,2677,2677
17.01.2022 11:00 - 17.01.2022 12:00,0,0,0,0,0,0,2747,2747,2747
17.01.2022 12:00 - 17.01.2022 13:00,0,0,0,0,0,0,2665,2665,2665
17.01.2022 13:00 - 17.01.2022 14:00,0,0,0,0,0,0,2563,2563,2563
17.01.2022 14:00 - 17.01.2022 15:00,0,0,0,0,0,0,2464,2464,2464
17.01.2022 15:00 - 17.01.2022 16:00,0,0,0,0,0,0,2395,2395,2395
17.01.2022 16:00 - 17.01.2022 17:00,0,0,0,0,0,0,2332,2332,2332
17.01.2022 17:00 - 17.01.2022 18:00,0,0,0,0,0,0,2285,2285,2285
17.01.2022 18:00 - 17.01.2022 19:00,0,0,0,0,0,0,2200,2200,2200
17.01.2022 19:00 - 17.01.2022 20:00,0,0,0,0,0,0,2101,2101,2101
17.01.2022 20:00 - 17.01.2022 21:00,0,0,0,0,0,0,1918,1918,1918
17.01.2022 21:00 - 17.01.2022 22:00,0,0,0,0,0,0,1674,1674,1674
17.01.2022 22:00 - 17.01.2022 23:00,0,0,0,0,0,0,1500,1500,1500
17.01.2022 23:00 - 18.01.2022 00:00,0,0,0,0,0,0,1655,1655,1655
18.01.2022 00:00 - 18.01.2022 01:00,0,0,0,0,0,0,1777,1777,1777
18.01.2022 01:00 - 18.01.2022 02:00,0,0,0,0,0,0,2154,2154,2154
18.01.2022 02:00 - 18.01.2022 03:00,0,0,0,0,0,0,2448,2448,2448
18.01.2022 03:00 - 18.01.2022 04:00,0,0,0,0,0,0,2571,2571,2571
18.01.2022 04:00 - 18.01.2022 05:00,0,0,0,0,0,0,2566,2566,2566
18.01.2022 05:00 - 18.01.2022 06:00,0,0,0,0,0,0,2520,2520,2520
18.01.2022 06:00 - 18.01.2022 07:00,0,0,0,0,0,0,2509,2509,2509
18.01.2022 07:00 - 18.01.2022 08:00,0,0,0,0,0,0,2554,2554,2554
18.01.2022 08:00 - 18.01.2022 09:00,0,0,0,0,0,0,2584,2584,2584
18.01.2022 09:00 - 18.01.2022 10:00,0,0,0,0,0,0,2562,2562,2562
18.01.2022 10:00 - 18.01.2022 11:00,0,0,0,0,0,0,2507,2507,2507
18.01.2022 11:00 - 18.01.2022 12:00,0,0,0,0,0,0,2417,2417,2417
18.01.2022 12:00 - 18.01.2022 13:00,0,0,0,0,0,0,2363,2363,2363
18.01.2022 13:00 - 18.01.2022 14:00,0,0,0,0,0,0,2278,2278,2278
18.01.2022 14:00 - 18.01.2022 15:00,0,0,0,0,0,0,2344,2344,2344
18.01.2022 15:00 - 18.01.2022 16:00,0,0,0,0,0,0,2345,2345,2345
18.01.2022 16:00 - 18.01.2022 17:00,0,0,0,0,0,0,2401,2401,2401
18.01.2022 17:00 - 18.01.2022 18:00,0,0,0,0,0,0,2489,2489,2489
18.01.2022 18:00 - 18.01.2022 19:00,0,0,0,0,0,0,2535,2535,2535
18.01.2022 19:00 - 18.01.2022 20:00,0,0,0,0,0,0,2552,2552,2552
18.01.2022 20:00 - 18.01.2022 21:00,0,0,0,0,0,0,2613,2613,2613
18.01.2022 21:00 - 18.01.2022 22:00,0,0,0,0,0,0,2646,2646,2646
18.01.2022 22:00 - 18.01.2022 23:00,0,0,0,0,0,0,2637,2637,2637
18.01.2022 23:00 - 19.01.2022 00:00,0,0,0,0,0,0,2566,2566,2566
19.01.2022 00:00 - 19.01.2022 01:00,0,0,0,0,0,0,2559,2559,2559
19.01.2022 01:00 - 19.01.2022 02:00,0,0,0,0,0,0,2292,2292,2292
19.01.2022 02:00 - 19.01.2022 03:00,0,0,0,0,0,0,2456,2456,2456
19.01.2022 03:00 - 19.01.2022 04:00,0,0,0,0,0,0,2586,2586,2586
19.01.2022 04:00 - 19.01.2022 05:00,0,0,0,0,0,0,2602,2602,2602
19.01.2022 05:00 - 19.01.2022 06:00,0,0,0,0,0,0,2532,2532,2532
19.01.2022 06:00 - 19.01.2022 07:00,0,0,0,0,0,0,2510,2510,2510
19.01.2022 07:00 - 19.01.2022 08:00,0,0,0,0,0,0,2536,2536,2536
19.01.2022 08:00 - 19.01.2022 09:00,0,0,0,0,0,0,2734,2734,2734
19.01.2022 09:00 - 19.01.2022 10:00,0,0,0,0,0,0,2721,2721,2721
19.01.2022 10:00 - 19.01.2022 11:00,0,0,0,0,0,0,2761,2761,2761
19.01.2022 11:00 - 19.01.2022 12:00,0,0,0,0,0,0,2939,2939,2939
19.01.2022 12:00 - 19.01.2022 13:00,0,0,0,0,0,0,3040,3040,3040
19.01.2022 13:00 - 19.01.2022 14:00,0,0,0,0,0,0,2994,2994,2994
19.01.2022 14:00 - 19.01.2022 15:00,0,0,0,0,0,0,2994,2994,2994
19.01.2022 15:00 - 19.01.2022 16:00,0,0,0,0,0,0,3086,3086,3086
19.01.2022 16:00 - 19.01.2022 17:00,0,0,0,0,0,0,3217,3217,3217
19.01.2022 17:00 - 19.01.2022 18:00,0,0,0,0,0,0,3195,3195,3195
19.01.2022 18:00 - 19.01.2022 19:00,0,0,0,0,0,0,3201,3201,3201
19.01.2022 19:00 - 19.01.2022 20:00,0,0,0,0,0,0,3142,3142,3142
19.01.2022 20:00 - 19.01.2022 21:00,0,0,0,0,0,0,3028,3028,3028
19.01.2022 21:00 - 19.01.2022 22:00,0,0,0,0,0,0,2973,2973,2973
19.01.2022 22:00 - 19.01.2022 23:00,0,0,0,0,0,0,3018,3018,3018
19.01.2022 23:00 - 20.01.2022 00:00,0,0,0,0,0,0,2993,2993,2993
20.01.2022 00:00 - 20.01.2022 01:00,0,0,0,0,0,0,3135,3135,3135
20.01.2022 01:00 - 20.01.2022 02:00,0,0,0,0,0,0,3213,3213,3213
20.01.2022 02:00 - 20.01.2022 03:00,0,0,0,0,0,0,3259,3259,3259
20.01.2022 03:00 - 20.01.2022 04:00,0,0,0,0,0,0,3250,3250,3250
20.01.2022 04:00 - 20.01.2022 05:00,0,0,0,0,0,0,3259,3259,3259
20.01.2022 05:00 - 20.01.2022 06:00,0,0,0,0,0,0,3252,3252,3252
20.01.2022 06:00 - 20.01.2022 07:00,0,0,0,0,0,0,3277,3277,3277
20.01.2022 07:00 - 20.01.2022 08:00,0,0,0,0,0,0,3263,3263,3263
20.01.2022 08:00 - 20.01.2022 09:00,0,0,0,0,0,0,3193,3193,3193
20.01.2022 09:00 - 20.01.2022 10:00,0,0,0,0,0,0,3214,3214,3214
20.01.2022 10:00 - 20.01.2022 11:00,0,0,0,0,0,0,3225,3225,3225
20.01.2022 11:00 - 20.01.2022 12:00,0,0,0,0,0,0,3188,3188,3188
20.01.2022 12:00 - 20.01.2022 13:00,0,0,0,0,0,0,3080,3080,3080
20.01.2022 13:00 - 20.01.2022 14:00,0,0,0,0,0,0,3010,3010,3010
20.01.2022 14:00 - 20.01.2022 15:00,0,0,0,0,0,0,3028,3028,3028
20.01.2022 15:00 - 20.01.2022 16:00,0,0,0,0,0,0,3040,3040,3040
20.01.2022 16:00 - 20.01.2022 17:00,0,0,0,0,0,0,3063,3063,3063
20.01.2022 17:00 - 20.01.2022 18:00,0,0,0,0,0,0,3070,3070,3070
20.01.2022 18:00 - 20.01.2022 19:00,0,0,0,0,0,0,2890,2890,2890
20.01.2022 19:00 - 20.01.2022 20:00,0,0,0,0,0,0,2834,2834,2834
20.01.2022 20:00 - 20.01.2022 21:00,0,0,0,0,0,0,2698,2698,2698
20.01.2022 21:00 - 20.01.2022 22:00,0,0,0,0,0,0,2509,2509,2509
20.01.2022 22:00 - 20.01.2022 23:00,0,0,0,0,0,0,2263,2263,2263
20.01.2022 23:00 - 21.01.2022 00:00,0,0,0,0,0,0,2112,2112,2112
21.01.2022 00:00 - 21.01.2022 01:00,0,0,0,0,0,0,1906,1906,1906
21.01.2022 01:00 - 21.01.2022 02:00,0,0,0,0,0,0,1719,1719,1719
21.01.2022 02:00 - 21.01.2022 03:00,0,0,0,0,0,0,1519,1519,1519
21.01.2022 03:00 - 21.01.2022 04:00,0,0,0,0,0,0,1384,1384,1384
21.01.2022 04:00 - 21.01.2022 05:00,0,0,0,0,0,0,1464,1464,1464
21.01.2022 05:00 - 21.01.2022 06:00,0,0,0,0,0,0,1537,1537,1537
21.01.2022 06:00 - 21.01.2022 07:00,0,0,0,0,0,0,1476,1476,1476
21.01.2022 07:00 - 21.01.2022 08:00,0,0,0,0,0,0,1304,1304,1304
21.01.2022 08:00 - 21.01.2022 09:00,0,0,0,0,0,0,1164,1164,1164
21.01.2022 09:00 - 21.01.2022 10:00,0,0,0,0,0,0,964,964,964
21.01.2022 10:00 - 21.01.2022 11:00,0,0,0,0,0,0,1102,1102,1102
21.01.2022 11:00 - 21.01.2022 12:00,0,0,0,0,0,0,1123,1123,1123
21.01.2022 12:00 - 21.01.2022 13:00,0,0,0,0,0,0,1149,1149,1149
21.01.2022 13:00 - 21.01.2022 14:00,0,0,0,0,0,0,1170,1170,1170
21.01.2022 14:00 - 21.01.2022 15:00,0,0,0,0,0,0,1145,1145,1145
21.01.2022 15:00 - 21.01.2022 16:00,0,0,0,0,0,0,1089,1089,1089
21.01.2022 16:00 - 21.01.2022 17:00,0,0,0,0,0,0,1097,1097,1097
21.01.2022 17:00 - 21.01.2022 18:00,0,0,0,0,0,0,1151,1151,1151
21.01.2022 18:00 - 21.01.2022 19:00,0,0,0,0,0,0,1300,1300,1300
21.01.2022 19:00 - 21.01.2022 20:00,0,0,0,0,0,0,1456,1456,1456
21.01.2022 20:00 - 21.01.2022 21:00,0,0,0,0,0,0,1604,1604,1604
21.01.2022 21:00 - 21.01.2022 22:00,0,0,0,0,0,0,1720,1720,1720
21.01.2022 22:00 - 21.01.2022 23:00,0,0,0,0,0,0,1875,1875,1875
21.01.2022 23:00 - 22.01.2022 00:00,0,0,0,0,0,0,2091,2091,2091
22.01.2022 00:00 - 22.01.2022 01:00,0,0,0,0,0,0,2269,2269,2269
22.01.2022 01:00 - 22.01.2022 02:00,0,0,0,0,0,0,2448,2448,2448
22.01.2022 02:00 - 22.01.2022 03:00,0,0,0,0,0,0,2506,2506,2506
22.01.2022 03:00 - 22.01.2022 04:00,0,0,0,0,0,0,2515,2515,2515
22.01.2022 04:00 - 22.01.2022 05:00,0,0,0,0,0,0,2475,2475,2475
22.01.2022 05:00 - 22.01.2022 06:00,0,0,0,0,0,0,2591,2591,2591
22.01.2022 06:00 - 22.01.2022 07:00,0,0,0,0,0,0,2600,2600,2600
22.01.2022 07:00 - 22.01.2022 08:00,0,0,0,0,0,0,2537,2537,2537
22.01.2022 08:00 - 22.01.2022 09:00,0,0,0,0,0,0,2410,2410,2410
22.01.2022 09:00 - 22.01.2022 10:00,0,0,0,0,0,0,2337,2337,2337
22.01.2022 10:00 - 22.01.2022 11:00,0,0,0,0,0,0,2406,2406,2406
22.01.2022 11:00 - 22.01.2022 12:00,0,0,0,0,0,0,2455,2455,2455
22.01.2022 12:00 - 22.01.2022 13:00,0,0,0,0,0,0,2483,2483,2483
22.01.2022 13:00 - 22.01.2022 14:00,0,0,0,0,0,0,2538,2538,2538
22.01.2022 14:00 - 22.01.2022 15:00,0,0,0,0,0,0,2618,2618,2618
22.01.2022 15:00 - 22.01.2022 16:00,0,0,0,0,0,0,2698,2698,2698
22.01.2022 16:00 - 22.01.2022 17:00,0,0,0,0,0,0,2695,2695,2695
22.01.2022 17:00 - 22.01.2022 18:00,0,0,0,0,0,0,2620,2620,2620
22.01.2022 18:00 - 22.01.2022 19:00,0,0,0,0,0,0,2624,2624,2624
22.01.2022 19:00 - 22.01.2022 20:00,0,0,0,0,0,0,2594,2594,2594
22.01.2022 20:00 - 22.01.2022 21:00,0,0,0,0,0,0,2607,2607,2607
22.01.2022 21:00 - 22.01.2022 22:00,0,0,0,0,0,0,2601,2601,2601
22.01.2022 22:00 - 22.01.2022 23:00,0,0,0,0,0,0,2580,2580,2580
22.01.2022 23:00 - 23.01.2022 00:00,0,0,0,0,0,0,2592,2592,2592
23.01.2022 00:00 - 23.01.2022 01:00,0,0,0,0,0,0,2521,2521,2521
23.01.2022 01:00 - 23.01.2022 02:00,0,0,0,0,0,0,2490,2490,2490
23.01.2022 02:00 - 23.01.2022 03:00,0,0,0,0,0,0,2480,2480,2480
23.01.2022 03:00 - 23.01.2022 04:00,0,0,0,0,0,0,2516,2516,2516
23.01.2022 04:00 - 23.01.2022 05:00,0,0,0,0,0,0,2543,2543,2543
23.01.2022 05:00 - 23.01.2022 06:00,0,0,0,0,0,0,2529,2529,2529
23.01.2022 06:00 - 23.01.2022 07:00,0,0,0,0,0,0,2362,2362,2362
23.01.2022 07:00 - 23.01.2022 08:00,0,0,0,0,0,0,2271,2271,2271
23.01.2022 08:00 - 23.01.2022 09:00,0,0,0,0,0,0,2240,2240,2240
23.01.2022 09:00 - 23.01.2022 10:00,0,0,0,0,0,0,2308,2308,2308
23.01.2022 10:00 - 23.01.2022 11:00,0,0,0,0,0,0,2265,2265,2265
23.01.2022 11:00 - 23.01.2022 12:00,0,0,0,0,0,0,2365,2365,2365
23.01.2022 12:00 - 23.01.2022 13:00,0,0,0,0,0,0,2387,2387,2387
23.01.2022 13:00 - 23.01.2022 14:00,0,0,0,0,0,0,2477,2477,2477
23.01.2022 14:00 - 23.01.2022 15:00,0,0,0,0,0,0,2551,2551,2551
23.01.2022 15:00 - 23.01.2022 16:00,0,0,0,0,0,0,2513,2513,2513
23.01.2022 16:00 - 23.01.2022 17:00,0,0,0,0,0,0,2573,2573,2573
23.01.2022 17:00 - 23.01.2022 18:00,0,0,0,0,0,0,2579,2579,2579
23.01.2022 18:00 - 23.01.2022 19:00,0,0,0,0,0,0,2574,2574,2574
23.01.2022 19:00 - 23.01.2022 20:00,0,0,0,0,0,0,2576,2576,2576
23.01.2022 20:00 - 23.01.2022 21:00,0,0,0,0,0,0,2659,2659,2659
23.01.2022 21:00 - 23.01.2022 22:00,0,0,0,0,0,0,2573,2573,2573
23.01.2022 22:00 - 23.01.2022 23:00,0,0,0,0,0,0,2603,2603,2603
23.01.2022 23:00 - 24.01.2022 00:00,0,0,0,0,0,0,2580,2580,2580
24.01.2022 00:00 - 24.01.2022 01:00,0,0,0,0,0,0,2477,2477,2477
24.01.2022 01:00 - 24.01.2022 02:00,0,0,0,0,0,0,2589,2589,2589
24.01.2022 02:00 - 24.01.2022 03:00,0,0,0,0,0,0,2559,2559,2559
24.01.2022 03:00 - 24.01.2022 04:00,0,0,0,0,0,0,2580,2580,2580
24.01.2022 04:00 - 24.01.2022 05:00,0,0,0,0,0,0,2660,2660,2660
24.01.2022 05:00 - 24.01.2022 06:00,0,0,0,0,0,0,2668,2668,2668
24.01.2022 06:00 - 24.01.2022 07:00,0,0,0,0,0,0,2569,2569,2569
24.01.2022 07:00 - 24.01.2022 08:00,0,0,0,0,0,0,2593,2593,2593
24.01.2022 08:00 - 24.01.2022 09:00,0,0,0,0,0,0,2395,2395,2395
24.01.2022 09:00 - 24.01.2022 10:00,0,0,0,0,0,0,2459,2459,2459
24.01.2022 10:00 - 24.01.2022 11:00,0,0,0,0,0,0,2617,2617,2617
24.01.2022 11:00 - 24.01.2022 12:00,0,0,0,0,0,0,2705,2705,2705
24.01.2022 12:00 - 24.01.2022 13:00,0,0,0,0,0,0,2700,2700,2700
24.01.2022 13:00 - 24.01.2022 14:00,0,0,0,0,0,0,2797,2797,2797
24.01.2022 14:00 - 24.01.2022 15:00,0,0,0,0,0,0,2824,2824,2824
